GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FT_per,twoP_per,TP_per,blk_per,stl_per,ftr,ast/tov,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),drtg,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,treb,ast,stl,blk,pts,posicion,ronda,altura_cm,rango_pick
35,93.7,117.5,23.9,55.4,59.42,4.9,14.8,19.0,16.6,0.801,0.528,0.399,1.4,2.3,34.2,1.3882072,0.58,0.3333,105.009,237.463,7.82959,6.90449,0.925103,8.48344,37.6286,7.4571,1.02634,6.2,3.3714,1.4286,0.4571,18.0,desconocido,R2,200.7,41-50
27,13.5,98.3,21.3,56.9,57.18,10.4,27.2,0.9,22.7,0.556,0.569,0.0,11.9,2.0,46.6,0.05876747,0.7391,0.4571,84.8946,57.154,3.43934,-2.85076,6.2901,3.05126,7.4815,-1.86017,4.91143,2.5185,0.037,0.2593,0.8519,3.0,C,R2,205.7,31-40
34,72.1,110.2,25.1,53.8,57.41,7.3,21.2,10.0,15.1,0.73,0.548,0.3,6.3,1.5,38.8,0.77939999,0.674,0.4128,98.4822,226.697,5.08087,1.09358,3.9873,4.58157,30.9706,2.53583,2.04575,7.4412,1.5588,0.7941,1.7353,15.6765,C,R2,210.8,41-50
31,61.5,112.7,21.9,62.0,62.0,13.7,25.8,12.9,23.3,0.589,0.623,0.0,9.6,1.9,25.3,0.78462416,0.7364,0.5091,84.2337,191.597,10.9157,1.9591,8.9566,9.23887,24.5806,3.37483,5.86404,8.4839,1.6452,0.7742,2.0,9.9032,C,R2,208.3,31-40
33,59.1,112.0,20.4,66.3,65.87,13.8,21.5,2.9,22.9,0.611,0.663,0.0,6.7,0.8,59.5,0.16391669,0.58,0.3333,96.6677,165.533,5.16497,2.36602,2.79895,5.17411,23.7273,3.16663,2.00748,7.2121,0.303,0.303,1.5758,9.7273,desconocido,R2,208.3,51-60
26,79.1,120.2,22.5,63.3,65.73,2.8,14.0,14.9,17.5,0.81,0.631,0.424,2.8,3.3,26.2,1.15256477,0.7,0.5373,98.5419,179.834,9.33922,6.49636,2.84286,10.4076,34.0769,7.4533,2.95432,4.6538,2.6154,1.9231,0.8077,17.1154,Wing G,R1,198.1,11-20
16,36.0,92.5,21.1,48.2,50.78,9.0,18.5,8.2,22.2,0.563,0.473,1.0,8.5,3.6,62.8,0.51428571,0.5932,0.3455,87.8528,109.276,5.9099,-1.68994,7.59984,4.68636,28.125,-0.230209,4.91657,6.875,1.125,1.6875,2.0625,9.3125,PF/C,R1,208.3,21-30
28,59.6,102.7,23.6,49.5,53.06,8.2,17.0,8.9,18.2,0.667,0.466,0.368,5.9,3.9,44.1,0.54098959,0.5949,0.3784,83.4244,205.469,8.62793,2.09894,6.52899,8.26476,29.0714,2.98325,5.28151,6.8214,1.1786,1.9643,1.4643,13.1071,Stretch 4,R1,205.7,11-20
37,69.0,119.1,20.9,57.7,59.8,11.0,16.6,12.6,16.6,0.722,0.574,0.388,5.5,3.7,26.8,1.1231219,0.6992,0.3125,95.517,242.856,12.5748,6.77449,5.80027,10.2388,29.0789,6.70466,3.53418,6.8421,1.9211,1.8158,1.2105,12.0,Stretch 4,R1,203.2,11-20
35,68.5,117.7,26.4,57.3,62.88,5.6,19.0,6.1,16.2,0.842,0.579,0.376,3.4,1.7,46.0,0.373139,0.7525,0.4059,91.1751,187.934,5.69725,3.82256,1.87469,8.53712,27.4857,6.42372,2.11339,6.0,0.7143,0.7714,0.8,16.2857,Stretch 4,R2,203.2,31-40
35,69.2,108.7,26.1,51.6,55.56,1.3,11.4,24.4,19.0,0.8,0.502,0.352,1.3,2.0,29.3,1.52127942,0.6667,0.3571,98.1201,202.343,6.65559,4.90054,1.75505,7.04842,28.5714,4.71988,2.32854,3.5429,4.0857,1.0857,0.3143,16.0571,Combo G,R1,195.6,1-10
34,86.1,119.0,18.4,56.4,59.58,3.0,11.1,25.6,16.7,0.763,0.576,0.358,2.3,2.2,32.6,2.57803864,0.7157,0.4356,95.2508,231.781,6.17052,3.51245,2.65807,6.08489,34.4412,3.0644,3.02049,4.4412,4.8529,1.3529,0.7059,12.0588,Scoring PG,R2,200.7,31-40
36,73.3,119.4,26.5,56.2,62.26,12.4,18.7,9.4,17.1,0.757,0.565,0.0,4.4,2.1,73.2,0.58026669,0.6261,0.4348,88.1328,237.616,9.61322,5.41262,4.2006,10.0009,29.5278,6.89924,3.10171,8.0556,1.3056,1.0278,1.25,16.5,C,R1,213.4,1-10
36,66.4,116.9,20.2,56.2,59.61,13.6,25.4,5.8,16.4,0.679,0.562,0.0,13.0,1.6,60.0,0.55354846,0.7302,0.4101,84.64,253.179,11.5599,3.09864,8.4613,9.80489,26.75,4.63956,5.16533,9.8333,0.8611,0.75,3.4722,11.2778,C,R1,210.8,11-20
22,57.2,97.6,29.0,45.1,50.15,1.4,16.4,23.9,19.6,0.75,0.402,0.348,0.9,2.1,37.1,1.12985713,0.5362,0.3333,101.245,152.426,3.2216,2.6166,0.604996,4.33286,34.8636,2.96996,1.3629,5.6818,3.9545,1.3182,0.2727,18.5,Combo G,R1,190.5,11-20
33,68.6,109.6,32.5,49.8,56.66,4.0,9.7,27.8,16.2,0.778,0.495,0.336,0.3,1.6,57.5,1.29348259,0.5659,0.3952,104.481,155.892,4.54549,4.94131,-0.395826,5.84104,29.9394,5.21146,0.629587,3.7576,3.6061,0.8485,0.0909,19.1515,Scoring PG,R1,190.5,1-10
33,74.7,114.1,24.5,58.9,59.58,13.2,26.4,10.0,17.2,0.585,0.589,0.0,2.8,0.9,73.9,0.65670101,0.6949,0.4124,96.4785,198.862,6.29975,4.48365,1.8161,7.22449,30.0,6.11844,1.10605,9.8788,1.3333,0.4545,0.697,14.0,C,R2,208.3,51-60
32,79.2,131.2,20.7,64.4,67.38,3.8,13.9,9.0,10.7,0.878,0.628,0.44,1.4,1.5,24.8,1.38095238,0.7538,0.3448,95.9101,196.228,9.90794,8.1101,1.79784,10.4287,31.8125,8.80165,1.62708,4.9688,1.8125,0.9062,0.4375,18.5938,Wing G,R1,200.7,11-20
36,72.3,114.3,23.6,51.4,54.95,11.3,20.9,7.7,12.5,0.646,0.508,0.378,4.6,0.8,56.6,0.71999422,0.7246,0.3352,102.411,193.933,5.20077,3.45451,1.74626,5.28431,29.3056,4.61394,0.670373,8.1389,1.0,0.3611,1.2778,13.5556,PF/C,R2,205.7,51-60
36,80.4,110.9,16.8,50.3,52.57,2.2,9.5,17.3,16.1,0.699,0.429,0.413,0.9,1.9,22.7,2.01853339,0.4795,0.3984,94.0606,198.743,6.62528,3.74323,2.88205,5.54717,32.3889,2.52065,3.02652,3.5556,3.0278,1.0278,0.3056,10.4167,Combo G,R1,190.5,21-30
32,86.5,103.0,25.1,45.0,49.8,6.6,19.4,13.1,13.8,0.76,0.446,0.31,3.3,1.3,33.7,1.01468232,0.7681,0.3721,97.7414,232.463,4.77128,1.9217,2.84958,5.06978,35.125,3.13997,1.92981,8.5312,2.1562,0.7812,1.1875,16.5,PF/C,R1,208.3,21-30
35,84.3,113.6,29.9,54.1,57.29,3.6,15.4,30.1,17.3,0.756,0.479,0.411,1.1,2.8,30.3,1.71567788,0.6364,0.3793,93.834,233.345,9.16316,6.8867,2.27646,10.9303,33.9429,8.22413,2.70618,5.6571,5.0,1.5714,0.3143,19.2857,Scoring PG,R1,195.6,1-10
38,75.2,122.3,18.1,60.5,62.82,6.7,16.3,8.5,12.7,0.833,0.631,0.373,5.2,1.0,19.7,1.19044604,0.8276,0.4722,102.055,202.916,8.40991,4.70463,3.70527,7.04259,30.3947,4.98952,2.05308,5.3421,1.3158,0.5,1.5,11.0263,Stretch 4,R1,208.3,11-20
38,87.9,117.8,23.9,48.3,54.12,5.0,15.4,19.2,13.0,0.789,0.452,0.354,1.3,1.7,42.3,1.74998598,0.6333,0.3733,97.556,239.493,8.5762,6.33495,2.24126,8.952,35.7368,6.60763,2.34437,6.2368,3.1316,0.9737,0.3947,17.2105,Wing G,R2,200.7,41-50
31,72.4,104.5,24.4,56.4,59.81,5.3,11.5,9.7,22.4,0.713,0.552,0.385,2.5,2.4,47.1,0.48149567,0.58,0.3333,98.0931,158.495,4.14272,2.37595,1.76678,4.97034,29.4194,3.54422,1.42612,4.129,1.2581,1.129,0.6774,13.6452,desconocido,R2,203.2,31-40
39,40.3,108.6,23.1,50.6,55.26,13.4,19.1,8.9,17.9,0.625,0.506,0.0,6.1,1.4,92.3,0.69050052,0.6374,0.3231,81.6239,135.759,8.05064,2.62561,5.42504,6.86315,16.2821,2.52772,4.33542,4.5897,0.7436,0.359,0.9231,6.359,C,R2,213.4,41-50
26,68.4,92.6,22.8,44.6,48.63,3.7,18.4,27.5,21.9,0.667,0.496,0.241,3.6,1.9,39.6,1.56715703,0.6027,0.3667,100.274,153.221,4.53524,0.503364,4.03187,3.9687,27.2593,1.32237,2.64633,5.8889,3.8889,0.963,0.9259,9.5556,Stretch 4,R2,205.7,41-50
33,65.1,106.8,26.4,59.0,58.45,9.9,17.3,10.2,16.3,0.536,0.595,0.0,5.9,0.5,53.8,0.58460679,0.731,0.4275,94.8238,177.996,5.45568,1.70399,3.75169,5.45701,26.2424,2.73371,2.72329,6.8788,1.1515,0.2424,1.6364,13.8788,C,R1,213.4,21-30
30,87.2,122.3,32.3,54.5,62.11,1.9,14.1,28.0,12.0,0.885,0.504,0.396,0.7,2.5,51.4,1.78260869,0.5799,0.3563,101.836,200.205,8.16164,8.79872,-0.637082,9.76622,35.3,9.05933,0.706884,4.8,4.1,1.5,0.2333,24.3667,Scoring PG,R1,188.0,1-10
34,74.8,115.6,25.5,54.4,57.83,11.0,23.9,6.1,14.1,0.674,0.535,0.383,3.6,3.0,54.9,0.47826942,0.7285,0.3678,87.0914,274.792,8.40478,5.14642,3.25836,9.92271,30.2647,7.03914,2.88357,10.2941,0.9706,1.6765,1.1765,17.9706,PF/C,R1,200.7,21-30
32,85.4,125.7,21.2,59.5,61.08,5.0,18.2,6.9,8.6,0.83,0.505,0.443,0.6,1.6,12.3,1.02856864,0.6296,0.458,97.3145,209.246,6.5608,5.98813,0.572669,9.07424,34.0606,8.11337,0.960869,6.8182,1.0909,0.9091,0.1515,17.4545,Wing F,R2,195.6,41-50
32,67.0,112.3,25.2,65.9,65.11,11.2,22.7,6.0,18.2,0.591,0.659,0.0,8.4,1.8,59.8,0.30265264,0.8125,0.3131,95.1262,217.448,6.45392,2.10357,4.35035,7.27672,28.6875,5.11414,2.16258,8.6562,0.7188,0.9062,1.9688,16.875,C,R2,210.8,31-40
36,79.0,102.5,25.6,44.4,49.18,3.5,26.8,29.0,17.4,0.86,0.416,0.331,1.5,2.0,24.3,2.0,0.5921,0.3454,89.7038,257.118,6.43065,2.12579,4.30486,6.67441,32.0278,3.48992,3.18449,8.9167,4.7222,1.0556,0.4167,12.5278,Stretch 4,R2,200.7,51-60
38,32.7,95.1,15.9,52.7,53.34,10.3,16.3,5.0,26.8,0.524,0.539,0.0,10.6,2.4,69.2,0.39469999,0.7209,0.3696,86.2755,124.495,7.4612,-0.607627,8.06883,3.43511,13.2105,-2.35929,5.7944,3.3158,0.3947,0.5526,1.3947,3.3947,C,R1,210.8,21-30
31,84.2,112.0,28.3,58.5,61.2,12.0,23.3,7.6,17.5,0.707,0.59,0.365,7.1,1.0,42.8,0.37499558,0.7181,0.3889,92.067,241.12,7.17207,3.33642,3.83565,9.93241,33.9677,7.11056,2.82185,11.2581,1.0645,0.5484,2.4516,20.0968,PF/C,R2,208.3,31-40
37,68.6,120.8,19.5,56.3,58.65,6.8,10.3,16.3,16.4,0.862,0.508,0.414,4.4,3.4,15.5,1.62899097,0.58,0.3333,93.2879,234.1,13.0388,7.81947,5.21935,11.7557,27.5135,7.42097,4.33469,4.6216,2.7297,1.7838,1.3243,12.7297,desconocido,R2,195.6,41-50
38,78.6,109.0,24.7,52.5,55.68,9.5,17.0,8.8,15.8,0.697,0.527,0.0,4.8,2.2,38.3,0.57314978,0.58,0.3333,93.7175,260.896,6.34177,2.23205,4.10972,6.03803,31.5526,3.5281,2.50993,7.4737,1.2368,1.2368,1.2368,16.1053,desconocido,R2,205.7,31-40
35,83.3,105.9,27.7,48.4,52.01,7.0,24.6,29.3,18.7,0.653,0.465,0.361,1.6,2.2,45.3,1.53846676,0.6257,0.2587,94.7402,255.216,7.6425,4.40269,3.23981,7.88142,33.5714,5.63049,2.25093,9.2857,4.5714,1.2571,0.4286,15.8571,Wing F,R2,200.7,31-40
5,10.8,110.1,26.9,63.9,65.75,1.6,13.7,25.7,23.2,0.75,0.581,0.478,1.5,1.7,29.6,0.86666663,0.625,0.5333,105.122,24.6937,2.89816,2.82961,0.0685464,4.60109,27.8,3.46734,1.13375,3.8,2.6,0.8,0.4,16.2,Combo G,R1,188.0,1-10
34,80.0,109.3,25.4,52.9,56.8,2.3,9.2,17.7,15.9,0.764,0.493,0.385,0.4,1.6,35.1,1.16252286,0.5984,0.3986,97.9151,184.361,4.39742,4.16709,0.230332,5.9902,32.9412,4.95454,1.03566,3.5,2.7353,0.9412,0.1176,18.3235,Combo G,R2,188.0,51-60
40,65.2,117.9,18.6,56.6,59.29,4.3,7.3,14.3,17.8,0.797,0.569,0.376,1.2,1.9,22.8,1.41379302,0.7347,0.4904,96.5786,159.011,7.40894,6.30998,1.09896,6.83073,26.075,4.49389,2.33683,2.75,2.05,0.825,0.325,9.925,Wing F,R2,203.2,41-50
34,86.4,108.5,29.5,50.6,54.36,3.3,10.9,43.9,18.7,0.716,0.531,0.246,0.1,1.9,37.4,2.20790428,0.6955,0.4636,101.434,188.912,6.6565,4.94817,1.70833,5.80448,34.7941,4.28365,1.52083,4.0294,6.5588,1.0,0.0294,14.9118,Pure PG,R2,193.0,41-50
35,78.5,120.7,23.7,56.8,62.4,1.9,7.9,28.4,20.2,0.897,0.558,0.394,0.5,3.1,36.6,1.90807422,0.58,0.3333,98.6762,185.905,7.68701,6.62244,1.06457,8.63696,31.5143,6.4635,2.17346,2.4,4.7429,1.6286,0.1429,14.4,desconocido,R1,185.4,21-30
35,69.4,117.2,23.1,54.3,57.6,2.0,10.7,15.9,11.1,0.796,0.5,0.387,1.3,3.8,26.7,1.76191661,0.6067,0.3978,91.7311,196.816,9.25433,6.50237,2.75196,9.43088,28.7714,5.68323,3.74764,3.1143,2.1143,1.8,0.3429,14.3143,Combo G,R2,198.1,31-40
19,82.9,93.7,23.3,48.4,50.42,2.9,15.4,19.1,23.9,0.7,0.426,0.386,0.9,1.8,18.3,1.0,0.5962,0.3214,98.9911,125.881,2.97226,0.231053,2.74121,2.14969,35.1053,0.52188,1.62781,5.7895,3.2105,1.0526,0.2632,12.6316,Wing G,R2,195.6,41-50
30,80.8,122.1,21.6,61.3,62.0,1.7,8.1,28.3,20.1,0.652,0.565,0.447,1.3,3.4,21.4,2.26030492,0.6306,0.4386,95.1321,184.339,9.22088,7.12537,2.09551,9.52416,32.4667,6.38053,3.14363,2.6667,5.5,1.9,0.3667,14.0667,Pure PG,R1,188.0,1-10
33,87.9,113.8,21.3,53.9,58.0,2.9,13.1,14.4,16.6,0.833,0.474,0.397,1.5,2.3,29.0,1.19401082,0.618,0.3333,99.4324,203.014,7.21637,4.40626,2.81012,7.53091,35.303,4.87762,2.65329,4.7879,2.4242,1.303,0.4848,14.8788,Wing G,R2,198.1,31-40
29,47.9,101.9,27.5,51.9,52.09,18.3,23.8,15.4,20.6,0.505,0.523,0.0,5.1,2.3,46.8,0.73686085,0.6,0.3438,92.305,135.861,7.60764,2.81937,4.78827,6.4379,19.1724,3.88434,2.55356,7.5862,1.4483,0.7931,0.8966,9.4828,C,R1,210.8,21-30
36,69.8,110.7,27.6,49.7,54.81,2.1,12.2,28.6,15.8,0.739,0.52,0.246,0.7,2.7,47.1,1.89651191,0.6453,0.375,96.0513,219.063,7.14293,4.40484,2.73808,7.17309,29.5556,3.96048,3.21261,3.9722,4.5833,1.4722,0.1944,16.6944,Scoring PG,R1,190.5,1-10
38,80.4,122.9,23.5,57.9,61.78,5.6,13.4,13.0,11.8,0.783,0.55,0.438,2.4,1.2,39.8,1.44234148,0.6917,0.4295,94.2741,198.406,8.84325,6.23889,2.60435,9.41148,32.4737,6.77482,2.63666,5.0789,1.9737,0.5789,0.5789,15.2368,Wing F,R1,200.7,1-10
36,67.3,108.0,19.1,48.3,53.05,6.0,13.6,22.5,19.7,0.706,0.51,0.284,3.9,4.1,47.2,1.95308808,0.6262,0.2549,99.2402,219.037,7.1726,2.76649,4.40611,6.33269,27.0,2.28814,4.04456,4.7222,3.4722,1.9167,1.0278,8.3333,Combo G,R2,193.0,41-50
31,27.3,93.0,16.9,40.7,45.69,6.4,12.5,7.4,21.4,0.8,0.463,0.24,5.0,1.8,27.5,0.68183742,0.5714,0.2308,99.5429,67.029,2.20738,-0.284526,2.4919,1.23401,12.129,-0.650927,1.88494,2.0968,0.4839,0.3548,0.5806,3.0323,Stretch 4,R2,203.2,31-40
38,78.8,106.5,15.9,49.2,52.25,2.2,11.8,14.2,17.3,0.648,0.442,0.391,2.3,2.3,39.8,1.74540555,0.5753,0.3434,95.8686,220.706,6.25092,2.90719,3.34373,4.90757,31.6053,1.1657,3.74188,4.0263,2.5263,1.2105,0.7368,8.6316,Wing G,R2,198.1,51-60
36,92.8,110.7,24.5,51.3,53.91,4.3,18.0,24.1,12.6,0.657,0.553,0.266,2.5,2.2,35.8,2.20544419,0.7202,0.3729,96.6461,291.217,8.8377,4.88895,3.94875,7.89142,37.25,4.77418,3.11724,7.75,4.4722,1.4167,0.8333,17.4167,Wing G,R1,198.1,21-30
33,64.5,125.8,26.2,58.4,59.33,23.7,27.6,9.3,11.0,0.606,0.584,0.0,3.6,3.5,44.7,0.93182334,0.58,0.3333,86.5716,236.863,14.0651,9.50593,4.55918,12.3283,27.3636,9.89913,2.42915,12.303,1.2424,1.6061,0.9091,15.6061,desconocido,R2,200.7,31-40
35,82.8,108.2,22.3,53.1,55.51,9.3,11.6,9.6,17.1,0.646,0.562,0.167,1.2,1.6,40.1,0.69861438,0.58,0.3333,99.6449,189.502,4.60647,3.24057,1.3659,4.94133,33.3714,3.50114,1.44019,5.7429,1.4571,0.8857,0.3714,13.8571,desconocido,R1,200.7,1-10
38,58.2,113.5,30.8,56.0,57.93,19.9,24.9,9.2,16.0,0.604,0.565,0.167,7.5,2.4,72.6,0.487187,0.7619,0.3497,83.3244,242.468,9.60971,4.65779,4.95191,9.60263,23.5,6.16153,3.4411,9.8421,1.0,0.9737,1.7632,15.1316,C,R1,210.8,1-10
38,70.0,118.8,25.1,57.6,59.15,9.3,18.6,15.2,11.5,0.634,0.579,0.364,2.4,3.1,43.3,1.46427362,0.58,0.3333,89.7454,248.047,10.1056,6.31798,3.78759,10.0423,28.0,7.33047,2.71187,7.1842,2.1579,1.5526,0.6579,16.5526,desconocido,R1,203.2,21-30
35,82.5,126.7,26.2,62.5,64.98,13.5,28.2,10.2,13.1,0.733,0.635,0.343,6.1,1.0,42.4,0.82611341,0.8079,0.4225,97.464,265.783,8.89899,5.46564,3.43335,9.90362,33.4857,8.02725,1.87637,11.5714,1.6286,0.5714,1.8857,20.1143,C,R1,215.9,1-10
31,95.0,100.2,27.3,48.6,51.21,4.6,18.7,24.4,16.9,0.637,0.484,0.327,2.7,3.1,34.7,1.24716125,0.6779,0.3063,94.693,248.456,6.20876,2.95298,3.25578,7.04598,38.6129,4.4911,2.55488,7.7419,3.5806,1.9355,0.9355,17.7419,Wing G,R1,198.1,21-30
38,68.4,108.1,22.5,53.1,55.95,6.3,16.8,3.6,13.9,0.787,0.491,0.417,5.2,1.4,22.2,0.3035896,0.6325,0.3926,94.3576,214.774,3.3753,0.628241,2.74706,4.58198,29.0,2.72939,1.85259,6.0,0.4474,0.6842,1.4211,13.0526,Stretch 4,R2,205.7,31-40
34,82.2,97.8,26.0,45.1,48.51,4.1,13.7,25.7,19.0,0.663,0.457,0.288,0.8,2.8,34.2,1.38181932,0.6024,0.3383,100.785,243.083,3.43709,1.76825,1.66884,2.9018,33.5,1.73456,1.16724,5.9706,4.4706,1.8235,0.2941,16.1176,Combo G,R1,193.0,21-30
34,83.7,125.2,24.2,54.5,61.66,4.1,13.6,32.8,15.4,0.835,0.549,0.356,3.2,3.9,57.1,2.61758206,0.6779,0.3469,87.5652,237.663,14.4311,7.9039,6.52721,14.7263,33.2857,8.27648,6.44984,4.9429,5.0857,2.0857,0.9714,14.5429,Scoring PG,R1,195.6,11-20
35,87.1,115.9,24.4,51.4,55.97,3.1,7.9,25.1,15.3,0.813,0.525,0.331,0.8,2.1,32.5,2.15791645,0.6301,0.395,111.075,185.99,5.14345,5.5568,-0.413348,5.14039,35.9429,4.93665,0.203746,3.4571,4.6857,1.2286,0.2857,15.8,Scoring PG,R2,185.4,41-50
32,86.4,109.5,28.2,52.0,56.31,2.7,11.5,34.2,19.0,0.715,0.509,0.359,1.2,3.1,47.6,1.82405924,0.6398,0.3084,107.928,219.89,6.39739,5.8068,0.590582,6.00404,34.8125,5.32612,0.677925,4.5625,6.1562,1.9375,0.4375,18.125,Scoring PG,R1,190.5,1-10
31,72.5,125.5,28.9,57.9,60.82,3.0,21.1,45.8,17.1,0.853,0.481,0.444,0.7,1.9,21.4,2.83533318,0.623,0.4257,92.9687,210.009,14.386,11.2197,3.16625,14.5955,32.9677,11.0943,3.50124,7.5161,7.7742,1.0323,0.2258,19.1935,Pure PG,R1,195.6,11-20
34,71.7,118.5,23.1,54.8,58.7,10.2,13.9,14.8,15.5,0.75,0.523,0.414,2.9,1.4,40.0,1.06776931,0.58,0.3333,93.4717,187.036,8.61757,5.49839,3.11919,8.65609,29.6176,6.08346,2.57263,6.1471,1.8529,0.7059,0.8235,13.5588,desconocido,R2,203.2,31-40
27,53.9,103.5,27.3,57.5,59.84,12.0,21.7,9.0,22.2,0.672,0.585,0.267,3.6,2.1,45.6,0.38959989,0.6911,0.4797,89.4752,156.91,3.73222,0.370877,3.36134,4.33394,26.6667,2.39652,1.93742,8.0741,1.1111,0.963,0.8519,14.0741,PF/C,R2,205.7,51-60
35,69.2,109.0,21.8,61.5,62.31,12.5,20.2,7.3,22.9,0.628,0.617,0.0,7.8,1.8,47.6,0.38374508,0.7829,0.3571,88.5618,235.754,8.92075,2.8466,6.07414,7.50762,27.7714,3.82367,3.68395,8.6286,0.9429,0.8857,2.0571,12.5714,C,R1,208.3,1-10
33,81.6,121.1,25.9,58.1,62.67,3.5,10.7,28.3,16.6,0.805,0.57,0.401,4.8,2.2,43.5,1.8271071,0.6761,0.4435,103.201,207.998,9.57571,7.08348,2.49223,11.7116,32.8235,8.84082,2.87083,4.0882,4.3529,1.2353,1.4412,18.0882,Scoring PG,R1,195.6,21-30
37,88.1,114.3,27.0,50.7,55.17,5.8,14.0,8.6,9.1,0.834,0.501,0.344,1.0,0.9,28.9,0.92308236,0.7068,0.3837,96.2845,206.442,5.63546,5.77014,-0.134678,7.96119,35.3784,7.60253,0.358663,5.9459,1.2973,0.5135,0.2973,19.8108,Wing F,R2,200.7,51-60
31,89.6,112.2,23.5,54.9,56.54,4.6,16.6,26.0,16.7,0.786,0.45,0.439,1.6,2.4,13.3,1.67567568,0.6176,0.3083,96.9757,212.604,7.886,5.60076,2.28524,8.89525,36.0625,6.55709,2.33816,6.3438,3.875,1.4688,0.5312,16.5938,Wing G,R1,198.1,21-30
38,51.9,121.0,20.5,57.1,60.02,2.6,7.8,10.9,13.8,0.828,0.527,0.411,0.3,1.3,22.3,1.13515453,0.7119,0.3977,91.0701,117.322,6.83479,5.679,1.15579,8.23184,21.5,5.91621,2.31563,2.0,1.1053,0.4474,0.0526,10.0263,Wing G,R1,198.1,11-20
34,75.1,108.5,20.6,46.2,52.69,9.5,18.0,14.7,19.4,0.77,0.495,0.1,2.2,1.9,48.3,1.10666851,0.6618,0.3423,95.485,222.548,7.22896,3.22495,4.00401,6.42393,34.1471,3.78181,2.64213,8.0882,2.4412,1.0588,0.6765,12.0,Wing F,R2,205.7,41-50
30,69.0,124.8,18.9,56.5,58.48,5.2,15.4,11.2,8.1,0.738,0.532,0.415,4.1,2.8,22.1,2.13029853,0.6986,0.4261,93.2895,177.57,8.98014,5.32971,3.65044,9.73475,28.7333,6.15249,3.58226,5.0667,1.6333,1.4,0.9667,12.6667,Wing G,R1,200.7,11-20
34,79.9,122.6,19.4,55.2,59.9,1.4,14.9,19.6,10.9,0.894,0.472,0.432,0.6,1.8,29.2,3.0572178,0.5568,0.3662,91.4933,180.9,8.58446,5.05995,3.5245,8.85505,32.0588,4.97235,3.8827,4.2059,3.1471,0.8529,0.1471,11.6765,Combo G,R2,195.6,51-60
39,94.2,117.9,25.2,51.0,56.82,2.0,9.6,31.4,16.7,0.827,0.392,0.406,0.1,2.4,40.6,2.58714097,0.432,0.3398,104.223,257.45,7.50065,6.88254,0.618118,7.71554,37.8205,6.34387,1.37167,4.0256,7.2308,1.5897,0.0513,17.3077,Pure PG,R2,188.0,31-40
32,64.0,113.4,21.3,57.6,60.05,9.3,20.9,3.4,14.7,0.689,0.583,0.0,4.1,1.1,40.4,0.31818182,0.7273,0.3945,97.9675,162.549,2.68792,0.989409,1.69851,3.70687,25.7812,2.53533,1.17154,6.6562,0.4375,0.5,0.9688,11.4062,C,R2,210.8,51-60
34,47.1,113.1,24.4,65.4,63.82,16.6,15.3,5.1,20.4,0.556,0.654,0.0,8.9,1.0,63.1,0.28333427,0.7343,0.493,92.6265,142.338,8.09001,3.96504,4.12497,6.99774,19.0588,4.17635,2.8214,5.8529,0.5,0.3529,1.8529,10.4412,C,R2,208.3,31-40
35,46.1,119.4,18.5,59.8,60.12,13.6,19.0,7.5,14.8,0.605,0.598,0.0,10.2,0.8,19.1,0.86676001,0.719,0.4156,90.0223,148.24,9.28111,3.25669,6.02442,6.81344,18.5714,3.07507,3.73837,5.4571,0.7429,0.2571,1.8286,7.4571,C,R2,208.3,31-40
34,55.1,114.3,26.4,56.8,60.67,13.0,15.3,4.1,15.1,0.75,0.568,0.0,7.2,1.3,44.6,0.26925592,0.6949,0.3636,97.5476,153.079,3.54788,1.59568,1.9522,4.91682,22.7647,3.37124,1.54558,5.4706,0.4118,0.5,1.5882,12.4118,C,R2,210.8,31-40
34,56.9,113.3,30.1,55.4,58.2,4.7,9.9,23.0,15.8,0.744,0.526,0.404,2.0,2.5,29.6,1.3194788,0.6589,0.4058,97.4912,158.623,6.51461,5.47655,1.03807,7.84291,25.3143,5.82998,2.01293,3.2286,2.7143,1.0857,0.4571,16.1143,Wing G,R2,200.7,41-50
35,79.9,120.0,26.0,61.2,65.09,11.6,28.2,11.4,18.5,0.768,0.615,0.357,2.7,1.1,51.3,0.68477518,0.7336,0.4497,90.7655,263.303,7.50443,3.90304,3.60139,7.6708,32.0571,5.39611,2.27469,11.8286,1.8,0.6,0.8857,17.4857,PF/C,R1,210.8,11-20
33,92.0,110.1,30.2,50.3,56.22,3.6,14.9,24.4,16.0,0.741,0.521,0.311,1.6,2.8,57.2,1.23712323,0.6892,0.382,98.0138,235.792,8.4962,5.97313,2.52308,9.79203,37.0909,6.99379,2.79824,6.0909,3.6364,1.697,0.5758,21.3636,Combo G,R1,193.0,21-30
40,72.5,119.5,22.8,59.0,60.77,4.9,13.8,20.0,17.0,0.71,0.575,0.401,0.7,2.1,27.4,1.7594936,0.6486,0.4627,100.427,215.984,8.81159,6.56506,2.24653,8.09702,29.275,5.81862,2.2784,4.75,3.475,1.05,0.2,13.425,Wing G,R1,195.6,11-20
